
179,Isle of Wight,Christine Shor,29/09/2020 10:29,2.35
180,Isle of Wight,Kimberly Thibeault,29/09/2020 10:29,8.3
181,Isle of Wight,Reginald Sexton,29/09/2020 10:30,9.4
182,Isle of Wight,Thomas Orourke,29/09/2020 10:30,4.7
183,Isle of Wight,Carol Byrn,29/09/2020 10:31,6.95
184,Isle of Wight,Abbie Traxler,29/09/2020 10:31,7.5
185,Isle of Wight,Patricia Davis,29/09/2020 10:32,6.95
186,Isle of Wight,James Tackett,29/09/2020 10:32,8.05
187,Isle of Wight,Veronica Smith,29/09/2020 10:33,2.3
188,Isle of Wight,Christina Hegarty,29/09/2020 10:33,6.7
189,Isle of Wight,Steven Simpson,29/09/2020 10:34,4.9
190,Isle of Wight,Sheila Drake,29/09/2020 10:34,2.25
191,Isle of Wight,Jimmy Edens,29/09/2020 10:35,7.65
192,Isle of Wight,Juan Schellhase,29/09/2020 10:35,6.0
193,Isle of Wight,Charlie Fugate,29/09/2020 10:36,7.35
194,Isle of Wight,Gladys Beach,29/09/2020 10:36,1.3
195,Isle of Wight,Michael Lapointe,29/09/2020 10:37,7.75
196,Isle of Wight,Vito Smith,29/09/2020 10:37,2.9
197,Isle of Wight,Michelle Millsap,29/09/2020 10:38,11.9
198,Isle of Wight,Juliet Baker,29/09/2020 10:38,4.0
199,Isle of Wight,Francisco Hernandez,29/09/2020 10:39,10.55
200,Isle of Wight,Harold Williams,29/09/2020 10:39,11.55
201,Isle of Wight,William Cooper,29/09/2020 10:40,6.8
202,Isle of Wight,Connie Cote,29/09/2020 10:40,6.85
203,Isle of Wight,Michael Kieff,29/09/2020 10:41,2.15
204,Isle of Wight,Lori Miles,29/09/2020 10:41,7.65
205,Isle of Wight,Beverly Mele,29/09/2020 10:42,9.4
206,Isle of Wight,Kevin Mcmackin,29/09/2020 10:42,11.35
207,Isle of Wight,Sheila Boney,29/09/2020 10:43,5.2
208,Isle of Wight,Eugene Lafever,29/09/2020 10:43,2.0
209,Isle of Wight,Monica Harrison,29/09/2020 10:44,6.95
210,Isle of Wight,Francisco Martin,29/09/2020 10:44,9.1
211,Isle of Wight,Francis Aguilar,29/09/2020 10:45,5.1
212,Isle of Wight,Mary Webster,29/09/2020 10:45,9.5
213,Isle of Wight,Debrah Eubank,29/09/2020 10:46,10.85
214,Isle of Wight,Lynnette Delarosa,29/09/2020 10:46,10.4
215,Isle of Wight,Bobby Benge,29/09/2020 10:47,7.65
216,Isle of Wight,Edward Daniels,29/09/2020 10:47,3.6
217,Isle of Wight,Jeffrey Capo,29/09/2020 10:48,7.25
218,Isle of Wight,Andrew Collins,29/09/2020 10:48,2.9
219,Isle of Wight,David Philbeck,29/09/2020 10:49,6.95
220,Isle of Wight,Chandra Crawley,29/09/2020 10:49,1.3
221,Isle of Wight,Gertrud Atkins,29/09/2020 10:50,3.9
222,Isle of Wight,Charles Rock,29/09/2020 10:50,2.75
223,Isle of Wight,Jacqueline Maner,29/09/2020 10:51,10.55
224,Isle of Wight,Shawn Garner,29/09/2020 10:51,3.55
225,Isle of Wight,Chad Groth,29/09/2020 10:52,2.45
226,Isle of Wight,Leslie Dell,29/09/2020 10:52,10.35
227,Isle of Wight,Curtis Dailey,29/09/2020 10:53,9.55
228,Isle of Wight,Denise Kissel,29/09/2020 10:53,11.25
229,Isle of Wight,Sharon Clemons,29/09/2020 10:54,7.4
230,Isle of Wight,Nicole Johnson,29/09/2020 10:54,7.55
231,Isle of Wight,Frank Edwards,29/09/2020 10:55,12.25
232,Isle of Wight,Marie Reed,29/09/2020 10:55,9.25
233,Isle of Wight,Audrey Watts,29/09/2020 10:56,11.6
234,Isle of Wight,Marion Schroer,29/09/2020 10:56,2.4
235,Isle of Wight,Robbie Jochim,29/09/2020 10:57,2.15
236,Isle of Wight,James Ales,29/09/2020 10:57,3.75
237,Isle of Wight,Michael Salisbury,29/09/2020 10:58,8.35
238,Isle of Wight,Mary Nichols,29/09/2020 10:58,8.95
239,Isle of Wight,Agnes Lafayette,29/09/2020 10:59,2.6
240,Isle of Wight,Megan Frederick,29/09/2020 10:59,11.0
241,Isle of Wight,Josephine Launderville,29/09/2020 11:00,9.5
242,Isle of Wight,Mae Sichler,29/09/2020 11:00,4.2
243,Isle of Wight,Manuel Jugo,29/09/2020 11:01,0.7
244,Isle of Wight,Eddie Hill,29/09/2020 11:02,11.05
245,Isle of Wight,Todd Ballard,29/09/2020 11:02,10.45
246,Isle of Wight,Mary Conard,29/09/2020 11:03,5.75
247,Isle of Wight,Christopher Wood,29/09/2020 11:04,8.65
248,Isle of Wight,Filomena Martinez,29/09/2020 11:04,6.3
249,Isle of Wight,Maria Hunter,29/09/2020 11:05,1.4
250,Isle of Wight,Wendell Oram,29/09/2020 11:06,8.55
251,Isle of Wight,Frank Maymon,29/09/2020 11:06,3.45
252,Isle of Wight,Chester Smith,29/09/2020 11:07,8.05
253,Isle of Wight,William Lopez,29/09/2020 11:08,7.4
254,Isle of Wight,Percy Westmoreland,29/09/2020 11:08,2.6
255,Isle of Wight,Patricia Brown,29/09/2020 11:09,9.4
256,Isle of Wight,Brian Sullivan,29/09/2020 11:10,1.3
257,Isle of Wight,Mayme Bruce,29/09/2020 11:10,10.05
258,Isle of Wight,Bernard Cardello,29/09/2020 11:11,5.2
259,Isle of Wight,Mildred Fulmer,29/09/2020 11:12,5.45
260,Isle of Wight,Delia Parker,29/09/2020 11:12,2.3
261,Isle of Wight,Gail Wilcutt,29/09/2020 11:13,5.85
262,Isle of Wight,Nancy Davis,29/09/2020 11:14,8.25
263,Isle of Wight,Joseph Anderson,29/09/2020 11:14,11.0
264,Isle of Wight,Curtis Ollendick,29/09/2020 11:15,2.2
265,Isle of Wight,Yolanda Grasso,29/09/2020 11:16,5.35
266,Isle of Wight,Jess Love,29/09/2020 11:16,9.6
267,Isle of Wight,Donna Ridgeway,29/09/2020 11:17,1.5
268,Isle of Wight,Howard Jordan,29/09/2020 11:18,7.6
269,Isle of Wight,Flora Lane,29/09/2020 11:18,2.55
270,Isle of Wight,Scott Howe,29/09/2020 11:19,7.65
271,Isle of Wight,Michael Forrest,29/09/2020 11:20,8.1
272,Isle of Wight,Alicia Smith,29/09/2020 11:20,4.2
273,Isle of Wight,Angel Painter,29/09/2020 11:21,4.7
274,Isle of Wight,Robert Lear,29/09/2020 11:22,12.4
275,Isle of Wight,Henry Millsap,29/09/2020 11:22,3.55
276,Isle of Wight,Tara Ackerman,29/09/2020 11:23,10.4
277,Isle of Wight,James Lawrence,29/09/2020 11:24,7.6
278,Isle of Wight,Robert Kennedy,29/09/2020 11:24,6.8
279,Isle of Wight,Shirley Neville,29/09/2020 11:25,9.65
280,Isle of Wight,April Youngman,29/09/2020 11:26,7.65
281,Isle of Wight,Harry Bingham,29/09/2020 11:26,1.2
282,Isle of Wight,John Michaels,29/09/2020 11:27,4.15
283,Isle of Wight,James Johnson,29/09/2020 11:28,7.6
284,Isle of Wight,Sonia Johnson,29/09/2020 11:28,2.9
285,Isle of Wight,Joel Renfro,29/09/2020 11:29,2.55
286,Isle of Wight,Thomas Siddoway,29/09/2020 11:30,0.7
287,Isle of Wight,Jennie Garcia,29/09/2020 11:30,6.9
288,Isle of Wight,Michael Nutt,29/09/2020 11:31,9.2
289,Isle of Wight,Jeremy Roberts,29/09/2020 11:32,3.75
290,Isle of Wight,Rory Rodriquez,29/09/2020 11:32,3.8
291,Isle of Wight,Candace Navarro,29/09/2020 11:33,4.15
292,Isle of Wight,Willie Westling,29/09/2020 11:34,6.05
293,Isle of Wight,Felix Giles,29/09/2020 11:34,1.9
294,Isle of Wight,Jonathan Tesoriero,29/09/2020 11:35,10.3
295,Isle of Wight,Sean Segal,29/09/2020 11:36,2.9
296,Isle of Wight,Erik Boyd,29/09/2020 11:36,8.05
297,Isle of Wight,Larry Warnke,29/09/2020 11:37,12.65
298,Isle of Wight,Ryan Gutierrez,29/09/2020 11:38,2.75
299,Isle of Wight,Janis Ashcraft,29/09/2020 11:38,9.45
300,Isle of Wight,Margarita Carrier,29/09/2020 11:39,9.7
301,Isle of Wight,William Mcray,29/09/2020 11:40,7.8
302,Isle of Wight,Marie Mejia,29/09/2020 11:40,1.4
303,Isle of Wight,Helen Stieger,29/09/2020 11:41,11.55
304,Isle of Wight,Ethel Mccandless,29/09/2020 11:42,1.95
305,Isle of Wight,Pedro Luther,29/09/2020 11:42,2.25
306,Isle of Wight,Thomas Legarreta,29/09/2020 11:43,8.1
307,Isle of Wight,Norman Applebury,29/09/2020 11:44,5.15
308,Isle of Wight,Travis Montano,29/09/2020 11:44,5.95
309,Isle of Wight,Lonnie Nesmith,29/09/2020 11:45,5.3
310,Isle of Wight,James Dalton,29/09/2020 11:46,8.95
311,Isle of Wight,Bryant Matson,29/09/2020 11:46,5.1
312,Isle of Wight,Roxanne Mayo,29/09/2020 11:47,9.6
313,Isle of Wight,Lisa Winters,29/09/2020 11:48,5.2
314,Isle of Wight,Tiffany Benscoter,29/09/2020 11:48,5.5
315,Isle of Wight,John Roberts,29/09/2020 11:49,8.65
316,Isle of Wight,David Roberts,29/09/2020 11:50,8.2
317,Isle of Wight,Julianne Vickers,29/09/2020 11:50,2.6
318,Isle of Wight,Jason Kanter,29/09/2020 11:51,1.3
319,Isle of Wight,Anna Leber,29/09/2020 11:52,7.1
320,Isle of Wight,Karla Benson,29/09/2020 11:52,9.15
321,Isle of Wight,John Stallworth,29/09/2020 11:53,2.2
322,Isle of Wight,Dexter Morey,29/09/2020 11:54,2.55
323,Isle of Wight,Robert Doherty,29/09/2020 11:54,7.55
324,Isle of Wight,Beulah Green,29/09/2020 11:55,7.7
325,Isle of Wight,Jessica Slack,29/09/2020 11:56,3.45
326,Isle of Wight,Katheryn Lang,29/09/2020 11:56,5.65
327,Isle of Wight,Michael Harrison,29/09/2020 11:57,2.45
328,Isle of Wight,Alejandra Homan,29/09/2020 11:58,7.15
329,Isle of Wight,Mary Marshall,29/09/2020 11:58,2.55
330,Isle of Wight,Valerie Bennett,29/09/2020 11:59,1.95
331,Isle of Wight,Frank Rosen,29/09/2020 12:00,5.1
332,Isle of Wight,Bob Law,29/09/2020 12:00,4.0
333,Isle of Wight,Cheryl Mooreland,29/09/2020 12:01,4.6
334,Isle of Wight,Margarita Koger,29/09/2020 12:02,6.6
335,Isle of Wight,Jennifer Ramsey,29/09/2020 12:02,8.3
336,Isle of Wight,Ricardo Perkins,29/09/2020 12:03,2.05
337,Isle of Wight,Dana Murphy,29/09/2020 12:04,9.65
338,Isle of Wight,Michael Reger,29/09/2020 12:04,6.05
339,Isle of Wight,Daniel Dawson,29/09/2020 12:05,1.5
340,Isle of Wight,Alexander Ingram,29/09/2020 12:06,12.4
341,Isle of Wight,Sonya Macumber,29/09/2020 12:06,6.2
342,Isle of Wight,Darlene Snyder,29/09/2020 12:07,11.3
343,Isle of Wight,Foster Martin,29/09/2020 12:08,8.25
344,Isle of Wight,Mary Grove,29/09/2020 12:08,2.3
345,Isle of Wight,Shantelle Chenier,29/09/2020 12:09,5.85
346,Isle of Wight,Rosalie Hernandez,29/09/2020 12:10,5.6
347,Isle of Wight,Stacy Smiley,29/09/2020 12:10,6.2
348,Isle of Wight,Mary Biggs,29/09/2020 12:11,7.6
349,Isle of Wight,Susan Mcgovern,29/09/2020 12:12,0.7
350,Isle of Wight,Deanna Stinchfield,29/09/2020 12:12,0.0
351,Isle of Wight,Diane Smith,29/09/2020 12:13,5.15
352,Isle of Wight,Maria Blacker,29/09/2020 12:14,2.35
353,Isle of Wight,Victor Scordato,29/09/2020 12:14,5.45
354,Isle of Wight,Linda Ernest,29/09/2020 12:15,2.7
355,Isle of Wight,Latoya Mitchell,29/09/2020 12:16,6.6
356,Isle of Wight,Bessie Dias,29/09/2020 12:16,4.85
357,Isle of Wight,Jose Smayda,29/09/2020 12:17,4.65
358,Isle of Wight,Doris Terry,29/09/2020 12:18,11.5
359,Isle of Wight,Robert Toney,29/09/2020 12:18,1.3
360,Isle of Wight,George Delaney,29/09/2020 12:19,6.3
361,Isle of Wight,Marina Cunningham,29/09/2020 12:20,9.0
362,Isle of Wight,Veronica Patterson,29/09/2020 12:20,2.75
363,Isle of Wight,Gary Brothers,29/09/2020 12:21,2.3
364,Isle of Wight,Melinda Leggitt,29/09/2020 12:22,6.8
365,Isle of Wight,Jose Anson,29/09/2020 12:22,6.7
366,Isle of Wight,Lynn Pacheco,29/09/2020 12:23,9.45
367,Isle of Wight,Teresa Lively,29/09/2020 12:24,7.0
368,Isle of Wight,Tracy Mckinney,29/09/2020 12:24,1.3
369,Isle of Wight,Dixie Wilkes,29/09/2020 12:25,2.15
370,Isle of Wight,Ernestine Tipton,29/09/2020 12:26,2.4
371,Isle of Wight,Linda Robinson,29/09/2020 12:26,8.8
372,Isle of Wight,David Brown,29/09/2020 12:27,1.5
373,Isle of Wight,James Blum,29/09/2020 12:28,4.55
374,Isle of Wight,Lois Echevarria,29/09/2020 12:28,5.2
375,Isle of Wight,Amy Roemer,29/09/2020 12:29,10.2
376,Isle of Wight,Scott Frederick,29/09/2020 12:30,5.0
377,Isle of Wight,James Mayo,29/09/2020 12:30,9.4
378,Isle of Wight,Thelma Green,29/09/2020 12:31,8.65
379,Isle of Wight,Gayle Vath,29/09/2020 12:32,8.2
380,Isle of Wight,Herbert Ashmore,29/09/2020 12:32,7.15
381,Isle of Wight,Cindy Walker,29/09/2020 12:33,9.25
382,Isle of Wight,Leslie Harrison,29/09/2020 12:34,5.15
383,Isle of Wight,Nancy Massey,29/09/2020 12:34,7.6
384,Isle of Wight,Chantell Byrd,29/09/2020 12:35,5.25
385,Isle of Wight,Ronald Quincy,29/09/2020 12:36,6.85
386,Isle of Wight,David Mueller,29/09/2020 12:36,3.9
387,Isle of Wight,Pauline Vierra,29/09/2020 12:37,1.8
388,Isle of Wight,Tina Greene,29/09/2020 12:38,9.8
389,Isle of Wight,Stephen Holte,29/09/2020 12:38,6.75
390,Isle of Wight,James Braun,29/09/2020 12:39,7.15
391,Isle of Wight,Albert Carr,29/09/2020 12:40,2.3
392,Isle of Wight,Aaron Falconio,29/09/2020 12:40,10.75
393,Isle of Wight,Arthur Adams,29/09/2020 12:41,9.15
394,Isle of Wight,Johnny Watson,29/09/2020 12:42,1.8
395,Isle of Wight,Dorothy Hansen,29/09/2020 12:42,3.9
396,Isle of Wight,James Long,29/09/2020 12:43,2.75
397,Isle of Wight,Mark Bass,29/09/2020 12:44,7.45
398,Isle of Wight,Russell Halverson,29/09/2020 12:44,5.15
399,Isle of Wight,Robert Arbeiter,29/09/2020 12:45,2.05
400,Isle of Wight,Deanna Sullivan,29/09/2020 12:46,10.0
401,Isle of Wight,Leonel Monachino,29/09/2020 12:46,2.55
402,Isle of Wight,Gregory Rudnicki,29/09/2020 12:47,2.35
403,Isle of Wight,Jeremy Noonan,29/09/2020 12:48,4.55
404,Isle of Wight,Jared Sybert,29/09/2020 12:48,5.5
405,Isle of Wight,Floyd Rogers,29/09/2020 12:49,6.8
406,Isle of Wight,Gerald Ramos,29/09/2020 12:50,2.0
407,Isle of Wight,Mary Pak,29/09/2020 12:50,8.55
408,Isle of Wight,Andrew Flores,29/09/2020 12:51,6.9
409,Isle of Wight,Elliott Sickafoose,29/09/2020 12:52,2.75
410,Isle of Wight,Judy Harrison,29/09/2020 12:52,11.15
411,Isle of Wight,George Clark,29/09/2020 12:53,3.3
412,Isle of Wight,Vernice Davis,29/09/2020 12:54,3.8
413,Isle of Wight,Delores Williams,29/09/2020 12:54,2.6
414,Isle of Wight,Fred Purser,29/09/2020 12:55,2.75
415,Isle of Wight,Daniel Kearney,29/09/2020 12:56,2.55
416,Isle of Wight,Therese Conner,29/09/2020 12:56,9.3
417,Isle of Wight,Christopher League,29/09/2020 12:57,5.95
418,Isle of Wight,Cynthia Horace,29/09/2020 12:58,9.35
419,Isle of Wight,David Abernethy,29/09/2020 12:58,7.1
420,Isle of Wight,Benjamin Kaufman,29/09/2020 12:59,6.6
